County;TotPrecincts;PrecinctsReporting;Bush;Kerry;Nader;
Maidstone;1;1;47;36;2;
Manchester;1;1;1037;1309;26;
Marlboro;1;1;89;452;17;
Marshfield;1;1;344;526;18;
Mendon;1;1;300;337;5;
Middlebury;1;1;933;2390;37;
Middlesex;1;1;323;701;22;
Middletown Springs;1;1;207;262;5;
Milton;1;1;2253;2130;59;
Monkton;1;1;378;696;14;
Montgomery;1;1;224;390;18;
Montpelier;1;1;1048;3536;87;
Moretown;1;1;341;608;19;
Morgan;1;1;199;159;2;
Morristown;1;1;878;1545;29;
Mount Holly;1;1;334;387;11;
Mount Tabor;1;1;60;49;1;
New Haven;1;1;404;567;9;
Newark;1;1;108;143;10;
Newbury;1;1;507;583;9;
Newfane;1;1;304;713;1;
Newport;1;1;835;887;17;
Newport Town;1;1;392;381;14;
North Hero;1;1;279;283;9;
Northfield;1;1;1050;1228;40;
Norton;1;1;62;27;1;
Norwich;1;1;374;1893;21;
Orange;1;1;290;190;6;
Orwell;1;1;321;307;4;
Panton;1;1;181;175;4;
Pawlet;1;1;356;385;8;
Peacham;1;1;151;298;13;
Peru;1;1;67;143;2;
Pittsfield;1;1;130;135;4;
Pittsford;1;1;740;720;7;
Plainfield;1;1;215;506;29;
Plymouth;1;1;138;191;4;
Pomfret;1;1;216;401;3;
Poultney;1;1;675;840;21;
Pownal;1;1;768;1013;31;
Proctor;1;1;398;501;12;
Putney;1;1;248;1066;21;
Randolph;1;1;910;1345;38;
Reading;1;1;145;263;7;
Readsboro;1;1;169;234;7;
Richford;1;1;377;524;11;
Richmond;1;1;848;1532;25;
Ripton;1;1;87;237;5;
Rochester;1;1;215;436;41;
Rockingham;1;1;743;1656;35;
Roxbury;1;1;123;235;15;
Royalton;1;1;585;847;20;
Rupert;1;1;224;217;5;
Rutland;4;4;3293;4142;63;
Rutland Town;1;1;1308;1104;30;
Ryegate;1;1;277;266;7;
Salisbury;1;1;238;236;5;
Sandgate;1;1;97;114;2;
Searsburg;1;1;22;30;1;
Shaftsbury;1;1;902;1265;33;
Sharon;1;1;287;414;15;
Sheffield;1;1;131;139;6;
Shelburne;1;1;1493;2800;57;
Sheldon;1;1;343;374;15;
Shoreham;1;1;256;366;7;
Shrewsbury;1;1;308;399;7;
South Burlington;1;1;3228;5601;99;
South Hero;1;1;393;684;10;
Springfield;1;1;1800;2538;64;
St Albans;1;1;1045;1602;34;
St Albans Town;1;1;1209;1328;20;
St George;1;1;145;176;3;
St Johnsbury;1;1;1488;1577;31;
Stamford;1;1;204;256;4;
Stannard;1;1;43;74;1;
Starksboro;1;1;315;547;13;
